invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,Total_amount,hour,Day,Month,Time_of_Day,Profit_USD,Profit
5793,WALM006,El Paso,Home and lifestyle,70.0,2.0,2023-12-16,2025-07-22 16:07:00,Credit card,6.0,0.48,140.0,16,Saturday,December,Afternoon,0.6719999999999999,0.6719999999999999
5794,WALM015,Grand Prairie,Fashion accessories,79.0,2.0,2023-11-28,2025-07-22 19:54:00,Credit card,5.0,0.48,158.0,19,Tuesday,November,Evening,0.7584,0.7584
5795,WALM008,Corpus Christi,Home and lifestyle,30.0,1.0,2022-12-31,2025-07-22 16:56:00,Credit card,7.0,0.48,30.0,16,Saturday,December,Afternoon,0.144,0.144
5796,WALM016,Brownsville,Fashion accessories,34.0,1.0,2023-11-19,2025-07-22 18:18:00,Credit card,3.0,0.48,34.0,18,Sunday,November,Evening,0.16319999999999998,0.16319999999999998
5797,WALM048,Harlingen,Home and lifestyle,21.0,1.0,2021-05-12,2025-07-22 18:27:00,Credit card,6.0,0.48,21.0,18,Wednesday,May,Evening,0.10079999999999999,0.10079999999999999
5798,WALM017,McKinney,Fashion accessories,30.0,3.0,2022-01-12,2025-07-22 16:20:00,Credit card,3.0,0.48,90.0,16,Wednesday,January,Afternoon,0.43199999999999994,0.43199999999999994
5799,WALM090,Brownwood,Home and lifestyle,37.0,1.0,2020-11-12,2025-07-22 19:28:00,Credit card,6.0,0.33,37.0,19,Thursday,November,Evening,0.1221,0.1221
5800,WALM009,Plano,Fashion accessories,24.0,1.0,2022-12-11,2025-07-22 19:20:00,Credit card,7.0,0.48,24.0,19,Sunday,December,Evening,0.1152,0.1152
5801,WALM022,Mesquite,Home and lifestyle,78.0,3.0,2020-11-17,2025-07-22 18:35:00,Credit card,3.0,0.48,234.0,18,Tuesday,November,Evening,1.1232,1.1232
5802,WALM026,Denton,Fashion accessories,46.0,2.0,2022-11-13,2025-07-22 20:04:00,Credit card,7.0,0.48,92.0,20,Sunday,November,Evening,0.44159999999999994,0.44159999999999994
5803,WALM007,Arlington,Home and lifestyle,70.0,3.0,2023-01-12,2025-07-22 15:37:00,Credit card,3.0,0.48,210.0,15,Thursday,January,Afternoon,1.008,1.008
5804,WALM023,Midland,Fashion accessories,69.0,3.0,2022-12-12,2025-07-22 20:08:00,Credit card,3.0,0.48,207.0,20,Monday,December,Evening,0.9935999999999999,0.9935999999999999
5805,WALM070,Hurst,Home and lifestyle,64.0,2.0,2021-04-11,2025-07-22 20:07:00,Credit card,4.0,0.33,128.0,20,Sunday,April,Evening,0.4224,0.4224
5806,WALM007,Arlington,Fashion accessories,63.0,3.0,2023-12-26,2025-07-22 15:32:00,Credit card,4.0,0.48,189.0,15,Tuesday,December,Afternoon,0.9071999999999999,0.9071999999999999
5807,WALM037,League City,Home and lifestyle,19.0,2.0,2023-12-11,2025-07-22 20:59:00,Credit card,5.0,0.48,38.0,20,Monday,December,Evening,0.18239999999999998,0.18239999999999998
5808,WALM070,Hurst,Fashion accessories,52.0,2.0,2022-12-24,2025-07-22 20:52:00,Credit card,3.0,0.33,104.0,20,Saturday,December,Evening,0.3432,0.3432
5809,WALM092,Lake Jackson,Home and lifestyle,70.0,1.0,2022-11-11,2025-07-22 19:45:00,Credit card,6.0,0.33,70.0,19,Friday,November,Evening,0.231,0.231
5810,WALM049,North Richland Hills,Fashion accessories,51.0,3.0,2023-07-12,2025-07-22 16:35:00,Credit card,5.0,0.48,153.0,16,Wednesday,July,Afternoon,0.7343999999999999,0.7343999999999999
5811,WALM060,DeSoto,Home and lifestyle,60.0,2.0,2023-09-12,2025-07-22 17:54:00,Credit card,6.0,0.33,120.0,17,Tuesday,September,Evening,0.396,0.396
5812,WALM012,Garland,Fashion accessories,18.0,2.0,2023-12-22,2025-07-22 15:48:00,Credit card,4.0,0.48,36.0,15,Friday,December,Afternoon,0.17279999999999998,0.17279999999999998
5813,WALM058,Port Arthur,Home and lifestyle,40.0,1.0,2023-11-27,2025-07-22 20:31:00,Credit card,5.0,0.33,40.0,20,Monday,November,Evening,0.132,0.132
5814,WALM061,Cedar Park,Fashion accessories,76.0,2.0,2021-12-25,2025-07-22 20:32:00,Credit card,6.0,0.33,152.0,20,Saturday,December,Evening,0.5016,0.5016
5815,WALM088,Cleburne,Home and lifestyle,38.0,3.0,2020-02-11,2025-07-22 17:23:00,Credit card,7.0,0.33,114.0,17,Tuesday,February,Evening,0.3762,0.3762
5816,WALM043,Baytown,Fashion accessories,60.0,3.0,2022-11-26,2025-07-22 20:00:00,Credit card,4.0,0.48,180.0,20,Saturday,November,Evening,0.8639999999999999,0.8639999999999999
5817,WALM021,McAllen,Home and lifestyle,17.0,1.0,2021-11-16,2025-07-22 15:49:00,Credit card,6.0,0.48,17.0,15,Tuesday,November,Afternoon,0.08159999999999999,0.08159999999999999
5818,WALM013,Irving,Fashion accessories,30.0,3.0,2020-12-11,2025-07-22 20:16:00,Credit card,3.0,0.48,90.0,20,Friday,December,Evening,0.43199999999999994,0.43199999999999994
5819,WALM018,Frisco,Home and lifestyle,66.0,2.0,2022-12-26,2025-07-22 17:00:00,Credit card,4.0,0.48,132.0,17,Monday,December,Evening,0.6335999999999999,0.6335999999999999
5820,WALM007,Arlington,Fashion accessories,56.0,2.0,2023-12-19,2025-07-22 18:23:00,Credit card,3.0,0.48,112.0,18,Tuesday,December,Evening,0.5376,0.5376
5821,WALM017,McKinney,Home and lifestyle,54.0,2.0,2022-11-24,2025-07-22 18:18:00,Credit card,4.0,0.48,108.0,18,Thursday,November,Evening,0.5184,0.5184
5822,WALM001,Houston,Fashion accessories,59.0,2.0,2020-12-13,2025-07-22 17:52:00,Credit card,3.0,0.36,118.0,17,Sunday,December,Evening,0.4248,0.4248
5823,WALM091,Little Elm,Home and lifestyle,62.0,3.0,2023-12-31,2025-07-22 19:27:00,Credit card,3.0,0.33,186.0,19,Sunday,December,Evening,0.6138,0.6138
5824,WALM097,Alice,Fashion accessories,43.0,3.0,2023-12-15,2025-07-22 17:01:00,Credit card,3.0,0.18,129.0,17,Friday,December,Evening,0.2322,0.2322
5825,WALM023,Midland,Home and lifestyle,49.0,2.0,2023-11-28,2025-07-22 15:40:00,Credit card,6.0,0.48,98.0,15,Tuesday,November,Afternoon,0.4704,0.4704
5826,WALM027,Abilene,Fashion accessories,49.0,2.0,2020-11-14,2025-07-22 19:46:00,Credit card,5.0,0.48,98.0,19,Saturday,November,Evening,0.4704,0.4704
5827,WALM088,Cleburne,Home and lifestyle,35.0,2.0,2022-11-25,2025-07-22 18:37:00,Credit card,7.0,0.33,70.0,18,Friday,November,Evening,0.231,0.231
5828,WALM024,Carrollton,Fashion accessories,52.0,1.0,2023-11-21,2025-07-22 18:40:00,Credit card,5.0,0.48,52.0,18,Tuesday,November,Evening,0.2496,0.2496
5829,WALM093,Angleton,Home and lifestyle,51.0,2.0,2022-03-11,2025-07-22 17:53:00,Credit card,6.0,0.33,102.0,17,Friday,March,Evening,0.3366,0.3366
5830,WALM051,New Braunfels,Fashion accessories,42.0,2.0,2022-11-11,2025-07-22 17:41:00,Credit card,5.0,0.57,84.0,17,Friday,November,Evening,0.47879999999999995,0.47879999999999995
5831,WALM008,Corpus Christi,Home and lifestyle,56.0,1.0,2020-11-24,2025-07-22 17:51:00,Credit card,5.0,0.48,56.0,17,Tuesday,November,Evening,0.2688,0.2688
5832,WALM068,Burleson,Fashion accessories,57.0,2.0,2020-11-21,2025-07-22 20:51:00,Credit card,3.0,0.33,114.0,20,Saturday,November,Evening,0.3762,0.3762
5833,WALM058,Port Arthur,Home and lifestyle,74.0,1.0,2022-12-15,2025-07-22 19:20:00,Credit card,7.0,0.33,74.0,19,Thursday,December,Evening,0.2442,0.2442
5834,WALM092,Lake Jackson,Fashion accessories,67.0,2.0,2021-11-21,2025-07-22 16:35:00,Credit card,6.0,0.33,134.0,16,Sunday,November,Afternoon,0.4422,0.4422
5835,WALM010,Laredo,Home and lifestyle,40.0,1.0,2020-12-11,2025-07-22 15:08:00,Credit card,7.0,0.48,40.0,15,Friday,December,Afternoon,0.19199999999999998,0.19199999999999998
5836,WALM096,Eagle Pass,Fashion accessories,69.0,3.0,2023-11-30,2025-07-22 19:54:00,Credit card,5.0,0.18,207.0,19,Thursday,November,Evening,0.3726,0.3726
5837,WALM097,Alice,Home and lifestyle,34.0,1.0,2020-02-11,2025-07-22 16:47:00,Credit card,5.0,0.18,34.0,16,Tuesday,February,Afternoon,0.0612,0.0612
5838,WALM018,Frisco,Fashion accessories,72.0,1.0,2021-01-12,2025-07-22 20:28:00,Credit card,3.0,0.48,72.0,20,Tuesday,January,Evening,0.34559999999999996,0.34559999999999996
5839,WALM093,Angleton,Home and lifestyle,67.0,2.0,2021-12-23,2025-07-22 18:02:00,Credit card,6.0,0.33,134.0,18,Thursday,December,Evening,0.4422,0.4422
5840,WALM018,Frisco,Fashion accessories,84.0,2.0,2022-11-26,2025-07-22 17:16:00,Credit card,7.0,0.48,168.0,17,Saturday,November,Evening,0.8063999999999999,0.8063999999999999
5841,WALM007,Arlington,Home and lifestyle,28.0,1.0,2020-11-12,2025-07-22 20:14:00,Credit card,6.0,0.48,28.0,20,Thursday,November,Evening,0.1344,0.1344
5842,WALM006,El Paso,Fashion accessories,41.0,2.0,2023-09-12,2025-07-22 15:20:00,Credit card,5.0,0.48,82.0,15,Tuesday,September,Afternoon,0.39359999999999995,0.39359999999999995
5843,WALM058,Port Arthur,Home and lifestyle,24.0,3.0,2022-12-14,2025-07-22 19:31:00,Credit card,6.0,0.33,72.0,19,Wednesday,December,Evening,0.2376,0.2376
5844,WALM076,Huntsville,Fashion accessories,58.0,1.0,2023-09-11,2025-07-22 20:00:00,Credit card,6.0,0.33,58.0,20,Monday,September,Evening,0.1914,0.1914
5845,WALM069,Rockwall,Home and lifestyle,48.0,2.0,2021-08-11,2025-07-22 19:37:00,Credit card,4.0,0.33,96.0,19,Wednesday,August,Evening,0.31679999999999997,0.31679999999999997
5846,WALM006,El Paso,Fashion accessories,85.0,3.0,2021-11-20,2025-07-22 20:34:00,Credit card,4.0,0.48,255.0,20,Saturday,November,Evening,1.224,1.224
5847,WALM006,El Paso,Home and lifestyle,28.0,3.0,2020-12-29,2025-07-22 18:53:00,Credit card,4.0,0.48,84.0,18,Tuesday,December,Evening,0.40319999999999995,0.40319999999999995
5848,WALM061,Cedar Park,Fashion accessories,56.0,2.0,2021-10-11,2025-07-22 16:52:00,Credit card,6.0,0.33,112.0,16,Monday,October,Afternoon,0.3696,0.3696
5849,WALM027,Abilene,Home and lifestyle,35.0,1.0,2022-12-14,2025-07-22 19:36:00,Credit card,6.0,0.48,35.0,19,Wednesday,December,Evening,0.16799999999999998,0.16799999999999998
5850,WALM059,Pflugerville,Fashion accessories,48.0,2.0,2023-03-12,2025-07-22 18:29:00,Credit card,4.0,0.33,96.0,18,Sunday,March,Evening,0.31679999999999997,0.31679999999999997
5851,WALM022,Mesquite,Home and lifestyle,45.0,1.0,2023-11-13,2025-07-22 19:13:00,Credit card,4.0,0.48,45.0,19,Monday,November,Evening,0.21599999999999997,0.21599999999999997
5852,WALM017,McKinney,Fashion accessories,33.0,1.0,2022-11-20,2025-07-22 15:08:00,Credit card,6.0,0.48,33.0,15,Sunday,November,Afternoon,0.15839999999999999,0.15839999999999999
5853,WALM014,Amarillo,Home and lifestyle,41.0,1.0,2020-11-24,2025-07-22 17:47:00,Credit card,4.0,0.48,41.0,17,Tuesday,November,Evening,0.19679999999999997,0.19679999999999997
5854,WALM002,Dallas,Fashion accessories,62.0,2.0,2020-12-13,2025-07-22 17:03:00,Credit card,5.0,0.36,124.0,17,Sunday,December,Evening,0.44639999999999996,0.44639999999999996
5855,WALM052,Mansfield,Home and lifestyle,65.0,2.0,2021-02-11,2025-07-22 20:13:00,Credit card,4.0,0.57,130.0,20,Thursday,February,Evening,0.7409999999999999,0.7409999999999999
5856,WALM022,Mesquite,Fashion accessories,61.0,1.0,2021-11-22,2025-07-22 19:30:00,Credit card,6.0,0.48,61.0,19,Monday,November,Evening,0.29279999999999995,0.29279999999999995
5857,WALM096,Eagle Pass,Home and lifestyle,52.0,3.0,2020-08-11,2025-07-22 16:17:00,Credit card,6.0,0.18,156.0,16,Tuesday,August,Afternoon,0.2808,0.2808
5858,WALM083,Farmers Branch,Fashion accessories,60.0,1.0,2020-12-30,2025-07-22 19:41:00,Credit card,3.0,0.33,60.0,19,Wednesday,December,Evening,0.198,0.198
5859,WALM094,Alamo,Home and lifestyle,61.0,1.0,2020-11-28,2025-07-22 20:55:00,Credit card,7.0,0.33,61.0,20,Saturday,November,Evening,0.2013,0.2013
5860,WALM064,Bedford,Fashion accessories,50.0,3.0,2021-11-12,2025-07-22 15:33:00,Credit card,5.0,0.33,150.0,15,Friday,November,Afternoon,0.495,0.495
5861,WALM066,Grapevine,Home and lifestyle,48.0,3.0,2020-12-18,2025-07-22 17:39:00,Credit card,7.0,0.33,144.0,17,Friday,December,Evening,0.4752,0.4752
5862,WALM078,Del Rio,Fashion accessories,24.0,3.0,2023-12-14,2025-07-22 16:55:00,Credit card,5.0,0.33,72.0,16,Thursday,December,Afternoon,0.2376,0.2376
5863,WALM006,El Paso,Home and lifestyle,47.0,2.0,2021-10-12,2025-07-22 19:04:00,Credit card,4.0,0.48,94.0,19,Tuesday,October,Evening,0.45119999999999993,0.45119999999999993
5864,WALM015,Grand Prairie,Fashion accessories,78.0,2.0,2022-12-31,2025-07-22 20:53:00,Credit card,4.0,0.48,156.0,20,Saturday,December,Evening,0.7487999999999999,0.7487999999999999
5865,WALM078,Del Rio,Home and lifestyle,43.0,3.0,2022-12-31,2025-07-22 20:19:00,Credit card,6.0,0.33,129.0,20,Saturday,December,Evening,0.4257,0.4257
5866,WALM002,Dallas,Fashion accessories,64.0,3.0,2021-12-23,2025-07-22 17:41:00,Credit card,3.0,0.36,192.0,17,Thursday,December,Evening,0.6912,0.6912
5867,WALM033,Pearland,Home and lifestyle,60.0,3.0,2022-12-23,2025-07-22 19:32:00,Credit card,7.0,0.48,180.0,19,Friday,December,Evening,0.8639999999999999,0.8639999999999999
5868,WALM083,Farmers Branch,Fashion accessories,56.0,1.0,2021-11-17,2025-07-22 16:18:00,Credit card,4.0,0.33,56.0,16,Wednesday,November,Afternoon,0.1848,0.1848
5869,WALM023,Midland,Home and lifestyle,29.0,2.0,2021-12-20,2025-07-22 20:18:00,Credit card,6.0,0.48,58.0,20,Monday,December,Evening,0.2784,0.2784
5870,WALM085,Kerrville,Fashion accessories,59.0,3.0,2021-12-27,2025-07-22 20:42:00,Credit card,7.0,0.33,177.0,20,Monday,December,Evening,0.5841,0.5841
5871,WALM016,Brownsville,Home and lifestyle,44.0,2.0,2022-08-11,2025-07-22 19:12:00,Credit card,6.0,0.48,88.0,19,Thursday,August,Evening,0.42239999999999994,0.42239999999999994
5872,WALM030,Richardson,Fashion accessories,30.0,3.0,2023-11-16,2025-07-22 18:44:00,Credit card,6.0,0.48,90.0,18,Thursday,November,Evening,0.43199999999999994,0.43199999999999994
5873,WALM095,Big Spring,Home and lifestyle,53.0,3.0,2023-07-12,2025-07-22 18:05:00,Credit card,3.0,0.33,159.0,18,Wednesday,July,Evening,0.5246999999999999,0.5246999999999999
5874,WALM061,Cedar Park,Fashion accessories,21.0,3.0,2021-11-24,2025-07-22 18:27:00,Credit card,5.0,0.33,63.0,18,Wednesday,November,Evening,0.2079,0.2079
5875,WALM094,Alamo,Home and lifestyle,21.0,1.0,2022-12-13,2025-07-22 19:52:00,Credit card,3.0,0.33,21.0,19,Tuesday,December,Evening,0.0693,0.0693
5876,WALM067,Haltom City,Fashion accessories,29.0,1.0,2020-12-23,2025-07-22 17:42:00,Credit card,7.0,0.33,29.0,17,Wednesday,December,Evening,0.0957,0.0957
5877,WALM012,Garland,Home and lifestyle,15.0,1.0,2021-12-24,2025-07-22 16:27:00,Credit card,6.0,0.48,15.0,16,Friday,December,Afternoon,0.072,0.072
5878,WALM030,Richardson,Fashion accessories,28.0,3.0,2023-11-12,2025-07-22 16:37:00,Credit card,3.0,0.48,84.0,16,Sunday,November,Afternoon,0.40319999999999995,0.40319999999999995
5879,WALM091,Little Elm,Home and lifestyle,68.0,2.0,2020-12-13,2025-07-22 20:39:00,Credit card,6.0,0.33,136.0,20,Sunday,December,Evening,0.4488,0.4488
5880,WALM097,Alice,Fashion accessories,72.0,3.0,2021-01-12,2025-07-22 20:18:00,Credit card,5.0,0.18,216.0,20,Tuesday,January,Evening,0.3888,0.3888
5881,WALM057,Euless,Home and lifestyle,19.0,2.0,2021-11-12,2025-07-22 19:07:00,Credit card,5.0,0.33,38.0,19,Friday,November,Evening,0.1254,0.1254
5882,WALM059,Pflugerville,Fashion accessories,78.0,1.0,2021-12-17,2025-07-22 17:19:00,Credit card,4.0,0.33,78.0,17,Friday,December,Evening,0.2574,0.2574
5883,WALM028,Odessa,Home and lifestyle,64.0,2.0,2023-11-16,2025-07-22 16:49:00,Credit card,3.0,0.48,128.0,16,Thursday,November,Afternoon,0.6144,0.6144
5884,WALM066,Grapevine,Fashion accessories,36.0,2.0,2022-07-11,2025-07-22 20:50:00,Credit card,5.0,0.33,72.0,20,Monday,July,Evening,0.2376,0.2376
5885,WALM091,Little Elm,Home and lifestyle,68.0,1.0,2023-12-23,2025-07-22 18:08:00,Credit card,6.0,0.33,68.0,18,Saturday,December,Evening,0.2244,0.2244
5886,WALM085,Kerrville,Fashion accessories,77.0,1.0,2022-02-12,2025-07-22 19:37:00,Credit card,5.0,0.33,77.0,19,Saturday,February,Evening,0.2541,0.2541
5887,WALM085,Kerrville,Home and lifestyle,52.0,3.0,2020-11-24,2025-07-22 18:32:00,Credit card,6.0,0.33,156.0,18,Tuesday,November,Evening,0.5148,0.5148
5888,WALM041,Mission,Fashion accessories,37.0,2.0,2023-11-24,2025-07-22 15:03:00,Ewallet,6.0,0.48,74.0,15,Friday,November,Afternoon,0.35519999999999996,0.35519999999999996
5889,WALM041,Mission,Home and lifestyle,69.0,1.0,2023-11-11,2025-07-22 18:21:00,Ewallet,7.0,0.48,69.0,18,Saturday,November,Evening,0.3312,0.3312
5890,WALM023,Midland,Fashion accessories,46.0,1.0,2020-01-12,2025-07-22 18:25:00,Credit card,5.0,0.48,46.0,18,Sunday,January,Evening,0.22079999999999997,0.22079999999999997
5891,WALM005,Fort Worth,Home and lifestyle,24.0,1.0,2022-09-12,2025-07-22 15:33:00,Credit card,5.0,0.48,24.0,15,Monday,September,Afternoon,0.1152,0.1152
5892,WALM011,Lubbock,Fashion accessories,34.0,1.0,2022-09-11,2025-07-22 15:25:00,Credit card,5.0,0.48,34.0,15,Sunday,September,Afternoon,0.16319999999999998,0.16319999999999998
5893,WALM002,Dallas,Home and lifestyle,23.0,1.0,2021-09-11,2025-07-22 20:26:00,Credit card,6.0,0.36,23.0,20,Saturday,September,Evening,0.0828,0.0828
5894,WALM001,Houston,Fashion accessories,69.0,2.0,2020-12-26,2025-07-22 20:21:00,Credit card,7.0,0.36,138.0,20,Saturday,December,Evening,0.49679999999999996,0.49679999999999996
5895,WALM067,Haltom City,Home and lifestyle,15.0,3.0,2020-12-27,2025-07-22 20:31:00,Credit card,4.0,0.33,45.0,20,Sunday,December,Evening,0.1485,0.1485
5896,WALM095,Big Spring,Fashion accessories,83.0,3.0,2021-07-12,2025-07-22 17:29:00,Credit card,4.0,0.33,249.0,17,Monday,July,Evening,0.8217,0.8217
5897,WALM006,El Paso,Home and lifestyle,85.0,2.0,2023-07-11,2025-07-22 18:24:00,Credit card,3.0,0.48,170.0,18,Tuesday,July,Evening,0.816,0.816
5898,WALM049,North Richland Hills,Fashion accessories,53.0,3.0,2023-11-15,2025-07-22 17:30:00,Credit card,7.0,0.48,159.0,17,Wednesday,November,Evening,0.7631999999999999,0.7631999999999999
5899,WALM031,Lewisville,Home and lifestyle,27.0,3.0,2022-04-12,2025-07-22 20:48:00,Credit card,4.0,0.48,81.0,20,Tuesday,April,Evening,0.3888,0.3888
5900,WALM064,Bedford,Fashion accessories,80.0,2.0,2022-05-11,2025-07-22 16:56:00,Credit card,6.0,0.33,160.0,16,Wednesday,May,Afternoon,0.528,0.528
5901,WALM031,Lewisville,Home and lifestyle,15.0,2.0,2022-12-16,2025-07-22 17:50:00,Credit card,3.0,0.48,30.0,17,Friday,December,Evening,0.144,0.144
5902,WALM081,Friendswood,Fashion accessories,82.0,1.0,2020-08-11,2025-07-22 15:26:00,Credit card,7.0,0.33,82.0,15,Tuesday,August,Afternoon,0.2706,0.2706
5903,WALM018,Frisco,Home and lifestyle,73.0,1.0,2021-11-15,2025-07-22 16:01:00,Credit card,4.0,0.48,73.0,16,Monday,November,Afternoon,0.3504,0.3504
5904,WALM008,Corpus Christi,Fashion accessories,17.0,2.0,2020-11-23,2025-07-22 20:26:00,Credit card,4.0,0.48,34.0,20,Monday,November,Evening,0.16319999999999998,0.16319999999999998
5905,WALM012,Garland,Home and lifestyle,52.0,2.0,2023-10-12,2025-07-22 19:57:00,Credit card,7.0,0.48,104.0,19,Thursday,October,Evening,0.4992,0.4992
5906,WALM020,Killeen,Fashion accessories,79.0,3.0,2020-12-11,2025-07-22 15:49:00,Credit card,3.0,0.48,237.0,15,Friday,December,Afternoon,1.1376,1.1376
5907,WALM039,Longview,Home and lifestyle,29.0,3.0,2023-11-17,2025-07-22 19:32:00,Credit card,7.0,0.48,87.0,19,Friday,November,Evening,0.41759999999999997,0.41759999999999997
5908,WALM011,Lubbock,Fashion accessories,69.0,3.0,2021-12-19,2025-07-22 16:14:00,Credit card,5.0,0.48,207.0,16,Sunday,December,Afternoon,0.9935999999999999,0.9935999999999999
5909,WALM041,Mission,Home and lifestyle,79.0,3.0,2021-01-11,2025-07-22 15:02:00,Ewallet,4.0,0.48,237.0,15,Monday,January,Afternoon,1.1376,1.1376
5910,WALM019,Pasadena,Fashion accessories,75.0,2.0,2021-11-30,2025-07-22 19:24:00,Credit card,6.0,0.48,150.0,19,Tuesday,November,Evening,0.72,0.72
5911,WALM095,Big Spring,Home and lifestyle,40.0,2.0,2020-11-26,2025-07-22 17:10:00,Credit card,7.0,0.33,80.0,17,Thursday,November,Evening,0.264,0.264
5912,WALM023,Midland,Fashion accessories,39.0,2.0,2020-05-11,2025-07-22 20:48:00,Credit card,3.0,0.48,78.0,20,Monday,May,Evening,0.37439999999999996,0.37439999999999996
5913,WALM022,Mesquite,Home and lifestyle,40.0,3.0,2022-11-18,2025-07-22 15:19:00,Credit card,4.0,0.48,120.0,15,Friday,November,Afternoon,0.576,0.576
5914,WALM022,Mesquite,Fashion accessories,46.0,3.0,2022-12-14,2025-07-22 16:19:00,Credit card,6.0,0.48,138.0,16,Wednesday,December,Afternoon,0.6624,0.6624
5915,WALM018,Frisco,Home and lifestyle,46.0,3.0,2023-11-29,2025-07-22 18:34:00,Credit card,3.0,0.48,138.0,18,Wednesday,November,Evening,0.6624,0.6624
5916,WALM031,Lewisville,Fashion accessories,67.0,2.0,2023-10-12,2025-07-22 17:09:00,Credit card,7.0,0.48,134.0,17,Thursday,October,Evening,0.6432,0.6432
5917,WALM082,Weslaco,Home and lifestyle,51.0,2.0,2021-12-16,2025-07-22 15:08:00,Cash,6.0,0.33,102.0,15,Thursday,December,Afternoon,0.3366,0.3366
5918,WALM009,Plano,Fashion accessories,21.0,3.0,2022-01-12,2025-07-22 18:14:00,Credit card,3.0,0.48,63.0,18,Wednesday,January,Evening,0.30239999999999995,0.30239999999999995
5919,WALM009,Plano,Home and lifestyle,43.0,2.0,2021-11-25,2025-07-22 16:18:00,Credit card,4.0,0.48,86.0,16,Thursday,November,Afternoon,0.41279999999999994,0.41279999999999994
5920,WALM065,Texas City,Fashion accessories,73.0,1.0,2022-11-23,2025-07-22 19:38:00,Credit card,6.0,0.33,73.0,19,Wednesday,November,Evening,0.2409,0.2409
5921,WALM009,Plano,Home and lifestyle,83.0,2.0,2021-12-19,2025-07-22 19:44:00,Credit card,3.0,0.48,166.0,19,Sunday,December,Evening,0.7968,0.7968
5922,WALM084,Schertz,Fashion accessories,74.0,3.0,2020-11-18,2025-07-22 17:09:00,Credit card,5.0,0.33,222.0,17,Wednesday,November,Evening,0.7326,0.7326
5923,WALM073,Seguin,Home and lifestyle,80.0,2.0,2022-12-28,2025-07-22 20:21:00,Credit card,6.0,0.33,160.0,20,Wednesday,December,Evening,0.528,0.528
5924,WALM054,Sherman,Fashion accessories,81.0,3.0,2021-06-12,2025-07-22 16:55:00,Credit card,5.0,0.21,243.0,16,Saturday,June,Afternoon,0.5103,0.5103
5925,WALM003,San Antonio,Home and lifestyle,35.0,3.0,2023-11-20,2025-07-22 17:07:00,Credit card,6.0,0.36,105.0,17,Monday,November,Evening,0.378,0.378
5926,WALM058,Port Arthur,Fashion accessories,34.0,1.0,2022-02-11,2025-07-22 19:45:00,Credit card,7.0,0.33,34.0,19,Friday,February,Evening,0.1122,0.1122
5927,WALM009,Plano,Home and lifestyle,47.0,2.0,2022-10-12,2025-07-22 19:47:00,Credit card,3.0,0.48,94.0,19,Wednesday,October,Evening,0.45119999999999993,0.45119999999999993
5928,WALM029,Round Rock,Fashion accessories,78.0,2.0,2020-11-17,2025-07-22 17:45:00,Credit card,5.0,0.48,156.0,17,Tuesday,November,Evening,0.7487999999999999,0.7487999999999999
5929,WALM055,Waxahachie,Home and lifestyle,80.0,2.0,2022-01-12,2025-07-22 18:02:00,Credit card,7.0,0.33,160.0,18,Wednesday,January,Evening,0.528,0.528
5930,WALM050,Victoria,Fashion accessories,64.0,2.0,2022-12-26,2025-07-22 16:55:00,Ewallet,3.0,0.48,128.0,16,Monday,December,Afternoon,0.6144,0.6144
5931,WALM009,Plano,Home and lifestyle,65.0,1.0,2023-05-12,2025-07-22 16:16:00,Credit card,5.0,0.48,65.0,16,Friday,May,Afternoon,0.312,0.312
5932,WALM046,Temple,Fashion accessories,34.0,1.0,2021-12-20,2025-07-22 18:55:00,Credit card,6.0,0.48,34.0,18,Monday,December,Evening,0.16319999999999998,0.16319999999999998
5933,WALM074,Weslaco,Home and lifestyle,29.0,3.0,2020-10-12,2025-07-22 17:48:00,Cash,3.0,0.33,87.0,17,Monday,October,Evening,0.2871,0.2871
5934,WALM074,Weslaco,Fashion accessories,66.0,2.0,2023-11-27,2025-07-22 16:04:00,Cash,4.0,0.33,132.0,16,Monday,November,Afternoon,0.4356,0.4356
5935,WALM082,Weslaco,Home and lifestyle,84.0,3.0,2020-12-23,2025-07-22 16:59:00,Cash,4.0,0.33,252.0,16,Wednesday,December,Afternoon,0.8316,0.8316
5936,WALM056,Rowlett,Fashion accessories,78.0,2.0,2023-11-20,2025-07-22 19:28:00,Credit card,6.0,0.33,156.0,19,Monday,November,Evening,0.5148,0.5148
5937,WALM073,Seguin,Home and lifestyle,39.0,2.0,2022-11-30,2025-07-22 15:47:00,Credit card,5.0,0.33,78.0,15,Wednesday,November,Afternoon,0.2574,0.2574
5938,WALM069,Rockwall,Fashion accessories,32.0,2.0,2022-11-15,2025-07-22 15:42:00,Credit card,4.0,0.33,64.0,15,Tuesday,November,Afternoon,0.2112,0.2112
5939,WALM025,Waco,Home and lifestyle,56.0,3.0,2020-11-19,2025-07-22 19:46:00,Credit card,7.0,0.48,168.0,19,Thursday,November,Evening,0.8063999999999999,0.8063999999999999
5940,WALM089,Southlake,Fashion accessories,53.0,3.0,2023-11-13,2025-07-22 17:09:00,Credit card,7.0,0.33,159.0,17,Monday,November,Evening,0.5246999999999999,0.5246999999999999
5941,WALM025,Waco,Home and lifestyle,49.0,1.0,2022-09-11,2025-07-22 16:06:00,Credit card,4.0,0.48,49.0,16,Sunday,September,Afternoon,0.2352,0.2352
